Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A10001_001,SE_A00001_001,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,PCT_SE_A10008_002,PCT_SE_A10008_003,PCT_SE_A10008_004,PCT_SE_A10008_005,PCT_SE_A10008_006,PCT_SE_A10008_007,PCT_SE_A10008_008,PCT_SE_A10008_009,SE_A10024_001,SE_A10024_002,SE_A10024_003,SE_A10024_004,SE_A10024_005,SE_A10024_006,SE_A10024_007,SE_A10024_008,PCT_SE_A10024_002,PCT_SE_A10024_003,PCT_SE_A10024_004,PCT_SE_A10024_005,PCT_SE_A10024_006,PCT_SE_A10024_007,PCT_SE_A10024_008,SE_A10003_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003,SE_B10060_001,SE_B10060_002,SE_B10060_003,PCT_SE_B10060_002,PCT_SE_B10060_003,SE_A10044_001,SE_A10044_002,SE_A10044_003,PCT_SE_A10044_002,PCT_SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,PCT_SE_A10047_002,PCT_SE_A10047_003,PCT_SE_A10047_004,SE_A10032_001,SE_A10032_002,SE_A10032_003,SE_A10032_004,SE_A10032_005,SE_A10032_006,SE_A10032_007,SE_A10032_008,SE_A10032_009,SE_A10032_010,SE_A10032_011,SE_A10032_012,PCT_SE_A10032_002,PCT_SE_A10032_003,PCT_SE_A10032_004,PCT_SE_A10032_005,PCT_SE_A10032_006,PCT_SE_A10032_007,PCT_SE_A10032_008,PCT_SE_A10032_009,PCT_SE_A10032_010,PCT_SE_A10032_011,PCT_SE_A10032_012,SE_A10055_001,SE_A10055_002,SE_A10055_003,SE_A10055_004,SE_A10055_005,SE_A10055_006,SE_A10055_007,SE_A10055_008,SE_A10055_009,SE_A10055_010,SE_A10055_011,PCT_SE_A10055_002,PCT_SE_A10055_003,PCT_SE_A10055_004,PCT_SE_A10055_005,PCT_SE_A10055_006,PCT_SE_A10055_007,PCT_SE_A10055_008,PCT_SE_A10055_009,PCT_SE_A10055_010,PCT_SE_A10055_011,SE_A10036_001,SE_A18001_001,SE_A18001_002,SE_A18001_003,SE_A18001_004,SE_A18001_005,SE_A18001_006,SE_A18001_007,SE_A18001_008,SE_A18001_009,PCT_SE_A18001_002,PCT_SE_A18001_003,PCT_SE_A18001_004,PCT_SE_A18001_005,PCT_SE_A18001_006,PCT_SE_A18001_007,PCT_SE_A18001_008,PCT_SE_A18001_009,SE_A18009_001
"ACSSF","pa","140","00","0009010",,,,,"42","101",,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020200","Census Tract 202",,,"Census Tract 202, Philadelphia County, Pennsylvania","42101020200","756812","0",,,,,,,,2372,4515,1943,1081,430,651,85,566,862,288,574,55.64,22.13,33.5,4.37,29.13,44.36,14.82,29.54,1943,862,632,253,125,0,71,0,44.36,32.53,13.02,6.43,0,3.65,0,2.2,1943,916,1027,47.14,52.86,916,34,882,3.71,96.29,2372,1943,429,81.91,18.09,429,0,0,429,0,0,100,2372,1310,0,1310,150,362,148,0,95,287,20,0,55.23,0,55.23,6.32,15.26,6.24,0,4.01,12.1,0.84,0,1943,0,0,0,76,230,40,180,89,166,1162,0,0,0,3.91,11.84,2.06,9.26,4.58,8.54,59.8,84600,881,55,197,153,278,165,0,33,0,6.24,22.36,17.37,31.56,18.73,0,3.75,0,816
"ACSSF","pa","140","00","0009011",,,,,"42","101",,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020300","Census Tract 203",,,"Census Tract 203, Philadelphia County, Pennsylvania","42101020300","508186","0",,,,,,,,1407,2931,1164,703,128,575,121,454,461,208,253,60.4,11,49.4,10.4,39,39.6,17.87,21.74,1164,312,508,179,104,28,0,33,26.8,43.64,15.38,8.93,2.41,0,2.84,2.45,1164,558,606,47.94,52.06,558,18,540,3.23,96.77,1407,1164,243,82.73,17.27,243,58,16,169,23.87,6.58,69.55,1407,1006,173,833,107,212,40,24,0,0,18,0,71.5,12.3,59.2,7.6,15.07,2.84,1.71,0,0,1.28,0,1164,0,0,0,25,34,0,128,164,127,686,0,0,0,2.15,2.92,0,11,14.09,10.91,58.93,73500,532,0,64,203,40,155,70,0,0,0,12.03,38.16,7.52,29.14,13.16,0,0,799
"ACSSF","pa","140","00","0009012",,,,,"42","101",,,"020400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020400","Census Tract 204",,,"Census Tract 204, Philadelphia County, Pennsylvania","42101020400","407373","0",,,,,,,,1393,3453,1153,736,97,639,168,471,417,170,247,63.83,8.41,55.42,14.57,40.85,36.17,14.74,21.42,1153,417,220,266,91,37,74,48,36.17,19.08,23.07,7.89,3.21,6.42,4.16,2.98,1153,838,315,72.68,27.32,838,11,827,1.31,98.69,1393,1153,240,82.77,17.23,240,0,29,211,0,12.08,87.92,1393,1295,157,1138,51,47,0,0,0,0,0,0,92.96,11.27,81.69,3.66,3.37,0,0,0,0,0,0,1153,0,0,54,0,0,0,0,121,209,769,0,0,4.68,0,0,0,0,10.49,18.13,66.7,75900,315,0,0,0,57,129,92,37,0,0,0,0,18.1,40.95,29.21,11.75,0,1195
"ACSSF","pa","140","00","0009013",,,,,"42","101",,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020500","Census Tract 205",,,"Census Tract 205, Philadelphia County, Pennsylvania","42101020500","1429513","0",,,,,,,,1802,3160,1706,877,201,676,167,509,829,282,547,51.41,11.78,39.62,9.79,29.84,48.59,16.53,32.06,1706,811,283,554,19,21,0,18,47.54,16.59,32.47,1.11,1.23,0,1.06,1.82,1706,584,1122,34.23,65.77,584,42,542,7.19,92.81,1802,1706,96,94.67,5.33,96,29,0,67,30.21,0,69.79,1802,1262,85,1177,0,0,0,0,85,433,22,0,70.03,4.72,65.32,0,0,0,0,4.72,24.03,1.22,0,1706,0,94,0,47,231,539,182,160,65,388,0,5.51,0,2.75,13.54,31.59,10.67,9.38,3.81,22.74,66000,1122,275,127,0,80,543,46,51,0,24.51,11.32,0,7.13,48.4,4.1,4.55,0,1036
"ACSSF","pa","140","00","0009014",,,,,"42","101",,,"020600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020600","Census Tract 206",,,"Census Tract 206, Philadelphia County, Pennsylvania","42101020600","1295909","56782",,,,,,,,1036,1825,885,345,262,83,29,54,540,253,287,38.98,29.6,9.38,3.28,6.1,61.02,28.59,32.43,885,436,279,82,45,37,6,0,49.27,31.53,9.27,5.08,4.18,0.68,0,1.86,885,262,623,29.6,70.4,262,245,17,93.51,6.49,1036,885,151,85.42,14.58,151,62,0,89,41.06,0,58.94,1036,338,155,183,21,124,18,31,33,471,0,0,32.63,14.96,17.66,2.03,11.97,1.74,2.99,3.19,45.46,0,0,885,0,0,6,22,64,87,133,156,97,320,0,0,0.68,2.49,7.23,9.83,15.03,17.63,10.96,36.16,477900,623,0,0,0,56,275,185,89,18,0,0,0,8.99,44.14,29.7,14.29,2.89,1232
"ACSSF","pa","140","00","0009015",,,,,"42","101",,,"020701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020701","Census Tract 207.01",,,"Census Tract 207.01, Philadelphia County, Pennsylvania","42101020701","625472","33771",,,,,,,,2009,4191,1935,1031,809,222,130,92,904,517,387,53.28,41.81,11.47,6.72,4.75,46.72,26.72,20,1935,396,1082,272,185,0,0,0,20.47,55.92,14.06,9.56,0,0,0,2.15,1935,1051,884,54.32,45.68,1051,889,162,84.59,15.41,2009,1935,74,96.32,3.68,74,0,20,54,0,27.03,72.97,2009,1476,68,1408,237,194,0,84,0,0,18,0,73.47,3.38,70.08,11.8,9.66,0,4.18,0,0,0.9,0,1935,0,127,15,120,26,192,46,145,367,897,0,6.56,0.78,6.2,1.34,9.92,2.38,7.49,18.97,46.36,275000,841,0,0,39,0,143,292,251,116,0,0,4.64,0,17,34.72,29.85,13.79,1454
"ACSSF","pa","140","00","0009016",,,,,"42","101",,,"020702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020702","Census Tract 207.02",,,"Census Tract 207.02, Philadelphia County, Pennsylvania","42101020702","799191","60259",,,,,,,,685,1834,661,376,376,0,0,0,285,82,203,56.88,56.88,0,0,0,43.12,12.41,30.71,661,266,266,51,55,23,0,0,40.24,40.24,7.72,8.32,3.48,0,0,1.98,661,454,207,68.68,31.32,454,315,139,69.38,30.62,685,661,24,96.5,3.5,24,24,0,0,100,0,0,685,453,140,313,25,54,0,0,153,0,0,0,66.13,20.44,45.69,3.65,7.88,0,0,22.34,0,0,0,661,0,116,106,46,0,46,0,60,60,227,0,17.55,16.04,6.96,0,6.96,0,9.08,9.08,34.34,339300,189,0,0,57,0,22,0,51,59,0,0,30.16,0,11.64,0,26.98,31.22,1652
"ACSSF","pa","140","00","0009017",,,,,"42","101",,,"020800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020800","Census Tract 208",,,"Census Tract 208, Philadelphia County, Pennsylvania","42101020800","895387","0",,,,,,,,1489,2508,1343,440,347,93,16,77,903,195,708,32.76,25.84,6.92,1.19,5.73,67.24,14.52,52.72,1343,784,446,60,53,0,0,0,58.38,33.21,4.47,3.95,0,0,0,1.61,1343,498,845,37.08,62.92,498,124,374,24.9,75.1,1489,1343,146,90.19,9.81,146,29,0,117,19.86,0,80.14,1489,168,141,27,0,88,227,74,55,877,0,0,11.28,9.47,1.81,0,5.91,15.25,4.97,3.69,58.9,0,0,1343,0,0,0,65,35,249,281,99,14,600,0,0,0,4.84,2.61,18.54,20.92,7.37,1.04,44.68,146400,805,0,0,15,73,63,98,446,110,0,0,1.86,9.07,7.83,12.17,55.4,13.66,1672
"ACSSF","pa","140","00","0009018",,,,,"42","101",,,"020900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101020900","Census Tract 209",,,"Census Tract 209, Philadelphia County, Pennsylvania","42101020900","521767","35427",,,,,,,,1517,3172,1427,556,380,176,92,84,871,569,302,38.96,26.63,12.33,6.45,5.89,61.04,39.87,21.16,1427,419,673,136,183,16,0,0,29.36,47.16,9.53,12.82,1.12,0,0,2.19,1427,628,799,44.01,55.99,628,507,121,80.73,19.27,1517,1427,90,94.07,5.93,90,27,0,63,30,0,70,1517,832,94,738,86,353,64,76,36,70,0,0,54.85,6.2,48.65,5.67,23.27,4.22,5.01,2.37,4.61,0,0,1427,0,118,82,68,21,96,58,163,125,696,0,8.27,5.75,4.77,1.47,6.73,4.06,11.42,8.76,48.77,295500,781,0,0,0,89,188,228,146,130,0,0,0,11.4,24.07,29.19,18.69,16.65,1374
"ACSSF","pa","140","00","0009019",,,,,"42","101",,,"021000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021000","Census Tract 210",,,"Census Tract 210, Philadelphia County, Pennsylvania","42101021000","858218","55718",,,,,,,,2646,5422,2489,987,793,194,89,105,1502,792,710,39.65,31.86,7.79,3.58,4.22,60.35,31.82,28.53,2489,939,936,302,247,41,24,0,37.73,37.61,12.13,9.92,1.65,0.96,0,2.17,2489,1217,1272,48.9,51.1,1217,1091,126,89.65,10.35,2646,2489,157,94.07,5.93,157,95,0,62,60.51,0,39.49,2646,1846,275,1571,230,193,119,59,62,137,0,0,69.77,10.39,59.37,8.69,7.29,4.5,2.23,2.34,5.18,0,0,2489,0,83,118,8,56,17,230,211,193,1573,0,3.33,4.74,0.32,2.25,0.68,9.24,8.48,7.75,63.2,241400,1232,0,52,142,259,59,97,199,424,0,4.22,11.53,21.02,4.79,7.87,16.15,34.42,1518
"ACSSF","pa","140","00","0009020",,,,,"42","101",,,"021100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021100","Census Tract 211",,,"Census Tract 211, Philadelphia County, Pennsylvania","42101021100","554014","0",,,,,,,,1286,2514,1286,605,501,104,4,100,681,269,412,47.05,38.96,8.09,0.31,7.78,52.95,20.92,32.04,1286,554,391,194,135,12,0,0,43.08,30.4,15.09,10.5,0.93,0,0,1.94,1286,812,474,63.14,36.86,812,484,328,59.61,40.39,1286,1286,0,100,0,0,0,0,0,,,,1286,890,121,769,198,50,13,41,36,25,33,0,69.21,9.41,59.8,15.4,3.89,1.01,3.19,2.8,1.94,2.57,0,1286,0,37,46,22,22,38,410,469,87,155,0,2.88,3.58,1.71,1.71,2.95,31.88,36.47,6.77,12.05,260300,441,0,6,0,65,68,143,146,13,0,1.36,0,14.74,15.42,32.43,33.11,2.95,1392
"ACSSF","pa","140","00","0009021",,,,,"42","101",,,"021200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021200","Census Tract 212",,,"Census Tract 212, Philadelphia County, Pennsylvania","42101021200","515705","0",,,,,,,,1264,2666,1245,711,509,202,33,169,534,261,273,57.11,40.88,16.22,2.65,13.57,42.89,20.96,21.93,1245,362,551,190,114,28,0,0,29.08,44.26,15.26,9.16,2.25,0,0,2.12,1245,854,391,68.59,31.41,854,742,112,86.89,13.11,1264,1245,19,98.5,1.5,19,19,0,0,100,0,0,1264,825,109,716,51,11,63,109,27,178,0,0,65.27,8.62,56.65,4.03,0.87,4.98,8.62,2.14,14.08,0,0,1245,0,50,22,11,15,145,318,133,120,431,0,4.02,1.77,0.88,1.2,11.65,25.54,10.68,9.64,34.62,243500,391,0,0,0,0,134,63,179,15,0,0,0,0,34.27,16.11,45.78,3.84,1494
"ACSSF","pa","140","00","0009022",,,,,"42","101",,,"021300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021300","Census Tract 213",,,"Census Tract 213, Philadelphia County, Pennsylvania","42101021300","538872","0",,,,,,,,1678,3225,1576,665,540,125,46,79,911,522,389,42.2,34.26,7.93,2.92,5.01,57.8,33.12,24.68,1576,526,722,175,127,26,0,0,33.38,45.81,11.1,8.06,1.65,0,0,2.04,1576,850,726,53.93,46.07,850,726,124,85.41,14.59,1678,1576,102,93.92,6.08,102,17,0,85,16.67,0,83.33,1678,1083,110,973,260,213,76,11,31,4,0,0,64.54,6.56,57.99,15.49,12.69,4.53,0.66,1.85,0.24,0,0,1576,0,27,21,0,98,69,72,70,77,1142,0,1.71,1.33,0,6.22,4.38,4.57,4.44,4.89,72.46,234100,714,0,20,50,174,123,52,180,115,0,2.8,7,24.37,17.23,7.28,25.21,16.11,1230
"ACSSF","pa","140","00","0009023",,,,,"42","101",,,"021400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021400","Census Tract 214",,,"Census Tract 214, Philadelphia County, Pennsylvania","42101021400","606692","55277",,,,,,,,2227,3748,1935,560,481,79,23,56,1375,897,478,28.94,24.86,4.08,1.19,2.89,71.06,46.36,24.7,1935,800,839,148,90,25,3,30,41.34,43.36,7.65,4.65,1.29,0.16,1.55,1.93,1935,669,1266,34.57,65.43,669,610,59,91.18,8.82,2227,1935,292,86.89,13.11,292,112,12,168,38.36,4.11,57.53,2227,1318,80,1238,202,279,46,166,130,86,0,0,59.18,3.59,55.59,9.07,12.53,2.07,7.45,5.84,3.86,0,0,1935,29,86,21,58,19,53,197,442,15,1015,1.5,4.44,1.09,3,0.98,2.74,10.18,22.84,0.78,52.45,270800,1231,0,0,162,43,43,247,618,118,0,0,13.16,3.49,3.49,20.06,50.2,9.59,1597
"ACSSF","pa","140","00","0009024",,,,,"42","101",,,"021500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021500","Census Tract 215",,,"Census Tract 215, Philadelphia County, Pennsylvania","42101021500","1004126","24008",,,,,,,,2065,3958,1985,904,785,119,20,99,1081,647,434,45.54,39.55,5.99,1.01,4.99,54.46,32.59,21.86,1985,609,1044,127,146,8,51,0,30.68,52.59,6.4,7.36,0.4,2.57,0,1.99,1985,1137,848,57.28,42.72,1137,874,263,76.87,23.13,2065,1985,80,96.13,3.87,80,53,0,27,66.25,0,33.75,2065,1438,194,1244,190,38,17,0,134,59,189,0,69.64,9.39,60.24,9.2,1.84,0.82,0,6.49,2.86,9.15,0,1985,0,140,218,147,243,115,178,135,71,738,0,7.05,10.98,7.41,12.24,5.79,8.97,6.8,3.58,37.18,270500,818,0,0,189,21,194,90,189,135,0,0,23.11,2.57,23.72,11,23.11,16.5,1264
"ACSSF","pa","140","00","0009025",,,,,"42","101",,,"021600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021600","Census Tract 216",,,"Census Tract 216, Philadelphia County, Pennsylvania","42101021600","1991449","129204",,,,,,,,1251,2449,1213,504,336,168,30,138,709,426,283,41.55,27.7,13.85,2.47,11.38,58.45,35.12,23.33,1213,393,605,102,58,42,13,0,32.4,49.88,8.41,4.78,3.46,1.07,0,2.02,1213,415,798,34.21,65.79,415,369,46,88.92,11.08,1251,1213,38,96.96,3.04,38,22,0,16,57.89,0,42.11,1251,471,280,191,77,138,150,206,91,118,0,0,37.65,22.38,15.27,6.16,11.03,11.99,16.47,7.27,9.43,0,0,1213,0,251,224,126,52,128,171,142,59,60,0,20.69,18.47,10.39,4.29,10.55,14.1,11.71,4.86,4.95,289200,798,13,0,0,20,206,150,286,123,1.63,0,0,2.51,25.81,18.8,35.84,15.41,1517
"ACSSF","pa","140","00","0009026",,,,,"42","101",,,"021700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021700","Census Tract 217",,,"Census Tract 217, Philadelphia County, Pennsylvania","42101021700","1559580","0",,,,,,,,2687,6134,2641,1669,1363,306,33,273,972,134,838,63.2,51.61,11.59,1.25,10.34,36.8,5.07,31.73,2641,610,1308,351,172,91,109,0,23.1,49.53,13.29,6.51,3.45,4.13,0,2.32,2641,2118,523,80.2,19.8,2118,1594,524,75.26,24.74,2687,2641,46,98.29,1.71,46,0,0,46,0,0,100,2687,2159,399,1760,102,0,65,0,171,190,0,0,80.35,14.85,65.5,3.8,0,2.42,0,6.36,7.07,0,0,2641,0,164,65,93,114,226,1283,343,129,224,0,6.21,2.46,3.52,4.32,8.56,48.58,12.99,4.88,8.48,268700,523,21,32,0,0,127,161,85,97,4.02,6.12,0,0,24.28,30.78,16.25,18.55,1377
"ACSSF","pa","140","00","0009027",,,,,"42","101",,,"021800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021800","Census Tract 218",,,"Census Tract 218, Philadelphia County, Pennsylvania","42101021800","1006008","0",,,,,,,,2660,5198,2541,1132,876,256,89,167,1409,529,880,44.55,34.47,10.07,3.5,6.57,55.45,20.82,34.63,2541,1007,710,422,339,63,0,0,39.63,27.94,16.61,13.34,2.48,0,0,2.04,2541,779,1762,30.66,69.34,779,559,220,71.76,28.24,2660,2541,119,95.53,4.47,119,56,0,63,47.06,0,52.94,2660,855,516,339,0,64,395,100,476,770,0,0,32.14,19.4,12.74,0,2.41,14.85,3.76,17.89,28.95,0,0,2541,0,0,28,112,496,542,919,283,0,161,0,0,1.1,4.41,19.52,21.33,36.17,11.14,0,6.34,276300,1762,0,0,12,91,238,729,592,100,0,0,0.68,5.16,13.51,41.37,33.6,5.68,1435
"ACSSF","pa","140","00","0009028",,,,,"42","101",,,"021900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101021900","Census Tract 219",,,"Census Tract 219, Philadelphia County, Pennsylvania","42101021900","1410069","51091",,,,,,,,716,1437,645,328,253,75,19,56,317,97,220,50.85,39.22,11.63,2.95,8.68,49.15,15.04,34.11,645,266,146,106,78,39,5,5,41.24,22.64,16.43,12.09,6.05,0.78,0.78,2.23,645,566,79,87.75,12.25,566,499,67,88.16,11.84,716,645,71,90.08,9.92,71,14,14,43,19.72,19.72,60.56,716,524,285,239,20,17,84,22,17,28,0,4,73.18,39.8,33.38,2.79,2.37,11.73,3.07,2.37,3.91,0,0.56,645,0,72,13,35,73,101,39,98,38,176,0,11.16,2.02,5.43,11.32,15.66,6.05,15.19,5.89,27.29,238600,46,0,0,0,0,3,10,24,9,0,0,0,0,6.52,21.74,52.17,19.57,1708
"ACSSF","pa","140","00","0009029",,,,,"42","101",,,"022000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101022000","Census Tract 220",,,"Census Tract 220, Philadelphia County, Pennsylvania","42101022000","2913179","99558",,,,,,,,851,1481,769,371,353,18,6,12,398,119,279,48.24,45.9,2.34,0.78,1.56,51.76,15.47,36.28,769,374,270,88,17,15,5,0,48.63,35.11,11.44,2.21,1.95,0.65,0,1.77,769,460,309,59.82,40.18,460,348,112,75.65,24.35,851,769,82,90.36,9.64,82,24,42,16,29.27,51.22,19.51,851,535,228,307,26,0,8,15,19,232,16,0,62.87,26.79,36.08,3.06,0,0.94,1.76,2.23,27.26,1.88,0,769,0,0,47,50,305,124,89,49,42,63,0,0,6.11,6.5,39.66,16.12,11.57,6.37,5.46,8.19,326500,194,0,0,0,0,0,27,90,77,0,0,0,0,0,13.92,46.39,39.69,1889
"ACSSF","pa","140","00","0009030",,,,,"42","101",,,"023100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023100","Census Tract 231",,,"Census Tract 231, Philadelphia County, Pennsylvania","42101023100","732749","1270",,,,,,,,579,1293,522,375,328,47,6,41,147,55,92,71.84,62.84,9,1.15,7.85,28.16,10.54,17.62,522,104,221,86,58,50,0,3,19.92,42.34,16.48,11.11,9.58,0,0.57,2.48,522,339,183,64.94,35.06,339,319,20,94.1,5.9,579,522,57,90.16,9.84,57,39,0,18,68.42,0,31.58,579,476,251,225,34,33,36,0,0,0,0,0,82.21,43.35,38.86,5.87,5.7,6.22,0,0,0,0,0,522,0,4,11,9,0,32,18,28,9,411,0,0.77,2.11,1.72,0,6.13,3.45,5.36,1.72,78.74,623000,167,0,0,0,7,0,0,44,116,0,0,0,4.19,0,0,26.35,69.46,2492
"ACSSF","pa","140","00","0009031",,,,,"42","101",,,"023500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023500","Census Tract 235",,,"Census Tract 235, Philadelphia County, Pennsylvania","42101023500","799347","0",,,,,,,,628,1299,595,412,362,50,6,44,183,75,108,69.24,60.84,8.4,1.01,7.39,30.76,12.61,18.15,595,170,251,106,46,22,0,0,28.57,42.18,17.82,7.73,3.7,0,0,2.17,595,423,172,71.09,28.91,423,319,104,75.41,24.59,628,595,33,94.75,5.25,33,0,19,14,0,57.58,42.42,628,457,315,142,41,0,0,52,33,45,0,0,72.77,50.16,22.61,6.53,0,0,8.28,5.25,7.17,0,0,595,0,15,0,0,7,19,50,36,147,321,0,2.52,0,0,1.18,3.19,8.4,6.05,24.71,53.95,428700,163,0,8,0,0,34,69,45,7,0,4.91,0,0,20.86,42.33,27.61,4.29,1393
"ACSSF","pa","140","00","0009032",,,,,"42","101",,,"023600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023600","Census Tract 236",,,"Census Tract 236, Philadelphia County, Pennsylvania","42101023600","978079","0",,,,,,,,1273,2330,1118,621,538,83,10,73,497,149,348,55.55,48.12,7.42,0.89,6.53,44.45,13.33,31.13,1118,436,303,269,100,10,0,0,39,27.1,24.06,8.94,0.89,0,0,1.92,1118,767,351,68.6,31.4,767,453,314,59.06,40.94,1273,1118,155,87.82,12.18,155,25,8,122,16.13,5.16,78.71,1273,732,370,362,0,140,38,129,103,131,0,0,57.5,29.07,28.44,0,11,2.99,10.13,8.09,10.29,0,0,1118,0,29,169,55,11,64,49,15,80,646,0,2.59,15.12,4.92,0.98,5.72,4.38,1.34,7.16,57.78,444900,344,0,22,33,0,149,92,38,10,0,6.4,9.59,0,43.31,26.74,11.05,2.91,1196
"ACSSF","pa","140","00","0009033",,,,,"42","101",,,"023700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023700","Census Tract 237",,,"Census Tract 237, Philadelphia County, Pennsylvania","42101023700","1072974","0",,,,,,,,2531,4790,2266,1022,697,325,150,175,1244,616,628,45.1,30.76,14.34,6.62,7.72,54.9,27.18,27.71,2266,1101,548,187,187,93,150,0,48.59,24.18,8.25,8.25,4.1,6.62,0,2.04,2266,974,1292,42.98,57.02,974,365,609,37.47,62.53,2531,2266,265,89.53,10.47,265,95,0,170,35.85,0,64.15,2531,1082,215,867,28,97,155,75,358,736,0,0,42.75,8.49,34.26,1.11,3.83,6.12,2.96,14.14,29.08,0,0,2266,0,16,95,52,43,162,167,188,49,1494,0,0.71,4.19,2.29,1.9,7.15,7.37,8.3,2.16,65.93,371800,1292,179,36,37,221,439,237,116,27,13.85,2.79,2.86,17.11,33.98,18.34,8.98,2.09,1099
"ACSSF","pa","140","00","0009034",,,,,"42","101",,,"023800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023800","Census Tract 238",,,"Census Tract 238, Philadelphia County, Pennsylvania","42101023800","781630","0",,,,,,,,2397,4993,2019,1003,581,422,70,352,1016,500,516,49.68,28.78,20.9,3.47,17.43,50.32,24.76,25.56,2019,790,798,149,209,10,0,63,39.13,39.52,7.38,10.35,0.5,0,3.12,2.35,2019,896,1123,44.38,55.62,896,438,458,48.88,51.12,2397,2019,378,84.23,15.77,378,97,35,246,25.66,9.26,65.08,2397,1137,258,879,17,347,61,66,264,505,0,0,47.43,10.76,36.67,0.71,14.48,2.54,2.75,11.01,21.07,0,0,2019,0,0,64,0,180,0,44,347,182,1202,0,0,3.17,0,8.92,0,2.18,17.19,9.01,59.53,244200,1123,0,0,113,286,414,263,47,0,0,0,10.06,25.47,36.87,23.42,4.19,0,1098
"ACSSF","pa","140","00","0009035",,,,,"42","101",,,"023900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101023900","Census Tract 239",,,"Census Tract 239, Philadelphia County, Pennsylvania","42101023900","486021","2705",,,,,,,,1311,1800,1131,254,211,43,0,43,877,354,523,22.46,18.66,3.8,0,3.8,77.54,31.3,46.24,1131,731,278,47,38,0,37,0,64.63,24.58,4.16,3.36,0,3.27,0,1.59,1131,148,983,13.09,86.91,148,70,78,47.3,52.7,1311,1131,180,86.27,13.73,180,134,0,46,74.44,0,25.56,1311,153,14,139,16,36,81,10,216,799,0,0,11.67,1.07,10.6,1.22,2.75,6.18,0.76,16.48,60.95,0,0,1131,0,33,96,35,75,247,90,73,46,436,0,2.92,8.49,3.09,6.63,21.84,7.96,6.45,4.07,38.55,195800,970,32,164,81,118,100,146,310,19,3.3,16.91,8.35,12.16,10.31,15.05,31.96,1.96,1225
